id,article,highlights
2f06e4f87cc1ee9425ff3544efd64a814e86b5dd,"For 50 years, Harry Redknapp has been one of football’s most colourful and outspoken characters. Now he’s written a book every fan will want to read. In his new book 'A Man Walks On To a Pitch' - serialised exclusively by Sportsmail this week - Redknapp reveals the ways in which Arsene Wenger introduced new coaching techniques into the Premier League. The arrival of Arsene Wenger in 1996 certainly heralded a change in English football. He was very successful very quickly, and suddenly all the talk was about his revolutionary new training methods. He only trains for an hour… does everything on the stopwatch… the players are wearing heart monitors at training… he gives them supplements… Prozone is one of the biggest changes. Last season, when QPR were due to play Blackpool, our most recent scout’s report had them operating with four at the back and two holding midfield players. In the old days, that would have been all that was available. VIDEO Scroll down to watch former players pay tribute to Wenger before  his 1,000th game . Arsene Wenger heralded a change in English football when he arrived in 1996, says Harry Redknapp . Redknapp gives instructions during a West Ham United training session at Chadwell Heath . Wenger's methods at Arsenal were revolutionary and he introduced new, innovative ways of training . The Arsenal boss had embraced a modern way of coaching and English managers were forced to catch up . Age: 64 . Born: Strasbourg, France . Clubs managed: Nancy-Lorraine (1984-87), AS Monaco (1987-94), Nagoya Grampus Eight (1995-96), Arsenal (1996-) Games managed at Arsenal: 1,023 (won 583, drawn 243, lost 197) Win percentage at Arsenal: 57 per cent . Managerial Honours: Premier League x 3, FA Cup x 5, Ligue 1 x 1, Coupe de France x 1, Emperor's Cup x 1, J-League Super Cup x 1 . Now we’ve got machines that can call up game after game, personnel, the most detailed statistics, changes in the gameplan. So we knew that for most of the season they had played three ce","Harry Redknapp's latest book, A Man Walks On To a Pitch, is being serialised by Sportsmail this week .
A Man Walks On To a Pitch includes more than five decades of memories .
Redknapp reveals how Arsene Wenger's techniques changed coaching .
The Frenchman meticulously studies every aspect of the game ."
b47a5c93734037f018c08668d14c09d70e50cb8f,"By . Mark Duell . The calamitous little-known tale of how a Royal Navy submarine sank at its own mooring when blundering crewmen accidentally left its hatches open was today revealed. HMS Artemis was about to be refuelled at a wet dock in Gosport, Hampshire, in July 1971 when the 280ft vessel began sinking to the horror of her crew. Hapless submariners had forgotten to shut the torpedo loading bay and the rear escape hatch was also left open so that power cables could be run through to the control room. Refloated: The calamitous little-known tale of how Royal Navy submarine HMS Artemis sank at its own mooring when blundering crewmen left its hatches open has come to light . Sinking: HMS Artemis was about to be refuelled in a wet dock in in Gosport, Hampshire, in July 1971 when the 280ft vessel began sinking to the horror of her crew . Rescued from the sinking vessel: Hapless submariners had forgotten to shut the torpedo loading bay and the rear escape hatch was also left open so that power cables could be run through to the control room . To safety: Duty Petty Officer David Guest is helped ashore from the sunken Artemis. Seawater had gushed through the torpedo bay at the stern and then the open hatch above it . As her fuel tanks were flooded with water in readiness to take on fuel, the vessel sat lower in the water. Seawater began gushing through the torpedo bay at the stern and then an open hatch above. Within 15 minutes the 1,300-ton submarine, which had served the Navy for 25 years, had sunk to the bottom of the dock. Three crew members trapped inside, although they escaped 12 hours later. However, the submarine was irreparably damaged. Many of her senior officers, including her  commander, were not aboard at the time - and Artemis was under the control of her third hand. Following the calamity, a damning report was compiled laying blame firmly on the crew for negligence. Saved: Acting Leading Marine Engineering Mechanic Donald Patrick Beckett was one of three me","HMS Artemis was about to be refuelled at Gosport wet dock in July 1971 .
But hapless submariners had forgotten to shut the torpedo loading bay .
Rear escape hatch was also open so power cables could be run through .
Seawater began gushing through torpedo bay and open hatch above it .
Fifteen minutes later the 1,300-ton submarine had sunk to bottom of dock .
Three crew members were trapped inside but all escaped 12 hours later .
Story comes to light thanks to engine telegraph on Antiques Roadshow ."
93062cbe6e92bce66a56f787e7c6ced90dc00084,"Red Bull Team Principal Christian Horner said the team are devastated after more than 60 trophies were stolen from their factory on Saturday morning. A group of around six men used a silver 4x4 to smash through the front entrance to the factory in Milton Keynes. No Red Bull staff were hurt during the robbery but the burglars – believed to be men wearing dark clothing – caused ‘significant damage’. The entrance to Red Bull's factory in Milton Keynes was smashed by a silver 4x4 on Saturday morning . The damage to the factory was clear to see on Saturday morning, after 60 trophies were stolen . Christian Horner said the 'break-in caused significant damage' and claimed it could affect fans . Sebastian Vettel poses next to the Red Bull trophy cabinet at the factory in Milton Keynes earlier this week . A second vechicle – a dark coloured Mercedes estate car- was used by the burglars. Both cars are believed to have foreign number plates. 'We are obviously devastated by this serious factory break in, which saw offenders drive a vehicle through our front entrance and steal more than 60 trophies which took years and hard work to accumulate' said Horner. 'The break-in caused significant damage and was very upsetting for our night officers who were on duty at the time. The offenders took items that not only did not belong to them, but which represented the efforts of a group of dedicated, hard-working individuals. 'Beyond the aggressive nature of this break-in, we are perplexed why anyone would take these trophies. The value to the team is of course extraordinarily high due to the sheer hard work and effort that went into winning each and every one. Christian Horner (left) said the team were devastated after the break-in and appealed for any witnesses . 'But their intrinsic value is low; they would be of little benefit to those outside of the team and, in addition to that, many of the trophies on display were replicas. 'The actions of these men mean it's likely that we will hav","Six men break into factory on Friday night and take trophies .
Christian Horner says 'significant damage' caused .
Horner claims Red Bull may now make site less accessible to fans ."
d6d9c4a730b3f834733679ecd01015a6643340cf,"If you want to brush up on the New Testament while you're on the go, one company has developed a novel solution that fits in your pocket - and on your fingernail too. The Jerusalem Nano Bible company has developed a tiny version of part of the sacred texts, which can be worn around the neck or even embedded inside a watch. Measuring less than 0.2 inches (5mm) across, the company is seeking validation from the Guinness World Records that it is indeed the world's smallest Bible - although you'll need a microscope to read it. Scroll down for video . The Jerusalem Nano Bible company says they've made the world's smallest Bible (shown). Here it is shown on display at TowerJazz Semiconductor Ltd in Migdal Haemek in northern Israel. The nano-sized New Testament has been nominated for the Guinness World Records as the World's Smallest Bible . On just one face of the square chip, 27 books of the New Testament have been printed. The tiny biblical text uses the Greek version of the New Testament, Textus Receptus, or 'received text' in Latin. Each chip is made from a silicon wafer, with their sides measuring a minuscule 0.19 inches (4.76mm). On the chips, each letter has a width of about 0.18 microns (18 millionths of a metre), so an eight-inch (20.3cm) wafer can apparently contain more than 1,000 Bibles. An academic scholar validated, with the use of a microscope, that  the text was indeed that of the New Testament. On the chips, each letter (shown) has a width of about 0.18 microns (18 millionths of a metre), so an eight-inch (20.3cm) wafer can apparently contain more than 1,000 Bibles . Teeny Ted from Turnip Town, currently the world's smallest book, is a reproduction of a 30-page tale that fits on a human hair. The book, which is printed with pure crystalline silicon, cost a staggering $15,000 (around £9,250) to create. It was written by Malcolm Douglas Chaplin and published by his brother, Robert, at the Simon Fraser University, in British Columbia, Canada. The book's exac","The Jerusalem Nano Bible company says they've made the smallest Bible .
It measures just 4.76mm on each side and could fit on your fingernail .
Each silicon wafer chip contains all 27 books of the New Testament .
The letters are each 18 millionths of a metre wide and can only be read with a microscope .
The company is now seeking validation from Guinness World Records ."
ea44e457f1e07d9ce969943ba302d70416451462,"The UK's largest sand drawing - an image of a Land Rover Defender measuring 1km long - has been created in the same location its inventor sketched the car's unmistakable shape almost 70 years ago. This year, Jaguar Land Rover is set to stop building the model - a favourite of the royal family - and in recognition of the end of an era, six classic defenders were used to draw the car in the sand in Red Wharf Bay in Anglesey. This is where Maurice Wilks - the man behind the original Land Rover - imagined the iconic design. Scroll down for video. Land Rover: The UK's largest sand drawing - an image of a a Defender measuring 1km long - has been created using six of the vehicles . Discontinued: Jaguar Land Rover will stop building the Defender in the UK this year and the artwork commemorated its history . Defenders: Each car towed a 12ft agricultural harrow to create the drawing in the sand in Red Wharf Bay in Anglesey . 'Massive': 'If you don't do everything quickly enough, the sea comes in and you basically don't have an image and then it's game over. This is unique in that it's massive and it's using these wonderful machines to make it,' said sand artist Jamie Wardley . Each car - a Land Rover Series I, II and III, a Ninety from the Eighties, a Defender 90 Hard Top and a Defender 110 Station Wagon - towed an 12ft agricultural harrow to create the drawing, . They helped to draw the continuous 4.52km line over about three hours, but the artwork only remained in place for a matter of minutes before it was washed away by the incoming tide. Stephen Wilks, son of Maurice, said: 'We used to come here for our holiday periods. 'My father met his brother on the beach and was explaining the concept of a new idea for a go anywhere, do anything vehicle. 'He made a drawing in the sand of an outline of how he thought the Land Rover could be made. 'That was the start of it all, the conception of Land Rover.' The Wilks family owned land on the Welsh island and Maurice wanted a versatil","Image was created in  same location designer sketched car's unmistakable shape in the sand almost 70 years ago .
Drawing measured 1km long and was created as a continuous 4.52km line, but was washed away by tide in minutes .
Agricultural harrows were dragged through the sand in Red Wharf Bay to create iconic shape .
Jaguar Land Rover is set to stop building model this year and artwork commemorated its 68-year history .
But this week,  firm confirmed it is investigating the possibility of maintaining production overseas ."
1ff26ca9afb3d80a6c77ac7f67e9f914fbb0dad4,"Watertown, Massachusetts (CNN) -- First there was a burst of gunfire. Then a series of blasts. Then, less than an hour later, cheers. After a day-long massive manhunt for one Boston Marathon bombing suspect that terrorized several cities and riveted a nation, the shouting and applause on the streets of Watertown, Massachusetts, was a welcome sign of victory. Police shouted, ""Yay!"" Neighbors clapped. Residents and reporters who had been anxiously waiting on a nearby corner saw a concrete sign of progress. Police began leaving the backyard of a Watertown home where suspect Dzhokar Tsarnaev had been holed up in a boat. A law enforcement vehicle with tinted windows drove by the crowd. When someone asked whether they have the suspect in custody, a police officer said, ""Yes"" -- and the crowd of residents erupted in cheers again. Minutes later, a series of Twitter posts from the Boston Police Department trumpeted the news. ""CAPTURED!!!"" one post said. ""The hunt is over. The search is done. The terror is over. And justice has won. Suspect in custody."" In Watertown, it wasn't long before SWAT teams shouted over a loudspeaker: ""Thank you, thank you! It was a pleasure! USA! USA!"" The crowd joined in. Watertown resident Mary Sullivan was among those cheering. She was walking her young black Labrador, Lucy, when gunshots rang out in her neighborhood on Friday. She waited for word on the fate of the suspect at the corner of Franklin and Mount Auburn with dozens of other residents. ""I'm glad it's over,"" she said. ""The city and the people have gone through so much pain over these irrational decisions of these young men."" Jubilant crowds celebrated beyond Watertown's borders. Residents, once holed up in houses and apartment buildings across the Boston area, poured out onto downtown streets. Music blared as revelers brandished American flags across the city. Near Boston's Northeastern University, students hugged each other, waved flags and chanted, ""Let's go Boston!"" and ""USA, USA!"" ","NEW: Music blares as revelers pour onto Boston streets, brandishing American flags .
Student: ""I feel like I can go back to school now and know that I'm safe""
Crowds clap, cheer after learning the marathon bombing suspect has been arrested .
""I'm glad it's over,"" resident says, ""the city and the people have gone through so much pain"""
3a7ede10c5f11fb24e4e2a49d6d0b55e37920d0b,"A  U.S. soldier imprisoned for leaking documents to WikiLeaks broke her silence in a fiery editorial accusing the United States of lying about Iraq. Chelsea Manning was sentenced  to 35 years in prison in 2013 for leaking 750,000 pages of classified documents to the anti-secrecy group. At the time,  Manning went by the first name Bradley, but later announced the desire to live as a woman and be known as Chelsea. Manning has stayed out of the limelight since the conviction, which spared the former intelligence analyst from the most serious charge of aiding the enemy. But she was back Saturday, with an opinion piece titled 'The Fog Machine of War"" in The New York Times. In it, she accuses the U.S. media of looking the other way when chaos and corruption reigned in Iraq and Afghanistan. ""As Iraq erupts in civil war and America again contemplates intervention, that unfinished business should give new urgency to the question of how the United States military controlled the media coverage of its long involvement there and in Afghanistan,"" Manning wrote. ""I believe that the current limits on press freedom and excessive government secrecy make it impossible for Americans to grasp fully what is happening in the wars we finance."" She said that during the 2010 elections in Iraq, the media duped the world  into thinking that all was well. ""You might remember that the American press was flooded with stories declaring the elections a success, complete with upbeat anecdotes and photographs of Iraqi women proudly displaying their ink-stained fingers,"" she wrote. ""The subtext was that United States military operations had succeeded in creating a stable and democratic Iraq. Those of us stationed there were acutely aware of a more complicated reality."" She said at the time, she got regular reports detailing security forces' crackdown against dissidents ""on behalf"" of Prime Minister Nuri al-Maliki. ""I was shocked by our military's complicity in the corruption of that election,"" she sai","Chelsea Manning was sentenced  to 35 years in prison for leaking documents to WikiLeaks .
At the time, Manning went by the first name Bradley .
Manning has stayed out of the limelight since the conviction ."
0b4896ef719db1e82f796fd46bc4a9b44765ad30,"By . Mike Dickson . Follow @@Mike_Dickson_DM . It was much like any other Monday at Holywood Golf Club, though a few more people than usual were lingering around what they call Rory’s Corner. That is probably selling it a bit short. For this is a mini-museum in the immaculately refurbished clubhouse that pays tribute to its most famous son, who on Sunday was crowned Open champion at Hoylake. Somehow they now need to find space in the shrine to McIlroy’s career for a replica Claret Jug to go alongside that of the US Open trophy, his Ryder Cup golf bag, MBE medal and the picture of him winning the World Under-10 Championship. VIDEO Scroll down the watch The Open Championship: Final Round . Aloft: Rory McIlroy holds the Claret Jug after winning the Open Championship at Hoylake on Sunday . Sealed with a kiss: Rory McIlroy finally gets his hands - and lips - on the Claret Jug . VIDEO The Open Championship: Final Round . Young champion: McIlroy grew up playing at the Holywood Golf Club in Northern Ireland . Yet, nobody was getting carried away here, not even down in the pleasant town he calls home, nestled by Belfast Lough, where the only signs of celebration were montages of the local hero in the hardware store and estate agent’s window. Back at the club, members reminisced not just about the young Rory but the whole McIlroy clan who, over three generations, have become deeply woven into its fabric. Jimmy Curtis was a close friend of Rory’s grandfather, Jimmy, who worked the cranes at the Harland and Wolff shipyard. ‘We were in the club’s snooker team together and we got our picture in the paper because all seven players were called Jimmy,’ recalled Mr Curtis, the team’s only survivor. Jimmy McIlroy died suddenly after his retirement, leaving three sons - Brian, Colin and Gerry, the latter the father of Rory who also worked behind the club bar. Chip out: McIlroy in the rough during his fourth round at the Royal Liverpool Golf Club . Lead from the font: The Northern Irish","McIlroy grew up playing golf at Holywood Golf Club in Northern Ireland .
The club has created a mini-museum of memorabilia called Rory's Corner .
McIlroy won the Open Championship at Hoylake on Sunday .
He is a treble Major winner after 2011 US Open and 2012 US PGA triumphs .
Club members and McIlroy's father placed large bets on him winning Open .
McIlroy's grandfather, father and uncles all played at Holywood Golf Club ."
9530b419bf720e6bf043cc9a5828b450bd4c1361,"By . Inderdeep Bains . PUBLISHED: . 19:31 EST, 17 July 2013 . | . UPDATED: . 02:49 EST, 18 July 2013 . A woman allegedly subjected to a campaign of harassment by police after she split from her PC lover claimed yesterday that he threatened to ‘make her life hell’ when she filed a report against him. Katie Bowman, who says her life was made a misery by Thames Valley Police officers, spoke out as the force finally admitted to disciplining ‘a number of officers’ following complaints by her. Thames Valley Police refused to reveal how many officers were involved or comment on the nature of the disciplinary action. Counter claim: PC Alexander Ash at his wedding in May . Miss Bowman, 24, a forensic science graduate, claims PC Alexander Ash instigated a relationship with her after texting her, having taken her number from a police report she filed about vandalism to her car. She says that when she split from him after discovering he had a girlfriend, and reported him for obtaining her number from a statement, the alleged harassment by his colleagues began. Miss Bowman said officers from High Wycombe, Buckinghamshire, stopped her more than 70 times for suspected offences including drink-driving and assault. Complaint: Katie Bowman claims her life was made a misery . Despite never being convicted, Miss Bowman claims the officers filed a wealth of intelligence reports on her which have cost her three jobs after CRB checks. PC Ash, of High Wycombe, who denies ever being in a relationship with Miss Bowman, claims it was she who pursued him and that disciplinary action taken against him related to drunken behaviour on a night out. Miss Bowman claims the pair met in 2007 when she was 18 and lived in Marlow, and had gone into High Wycombe police station to report damage to her car. ‘Later that night he took my number off the statement paper and texted me his personal number and invited me out for a ride along with him,’ she said in a radio interview. ‘We started texting and it went","Katie Bowman said officers stopped her more than 70 times .
Claims PC Alexander Ash instigated a relationship with her .
'Began after he took her number from a police report she filed'
PC Ash said the complaint only came after he refused to date her ."
8b7f41b7e8239496dadd0df9b1b6c9e35813927f,"Man caught after undercover operation by the kingdom's religious police . Visited women in their homes in Saudi to offer his services as a make-up artist, hairdresser and tattoo artist . By . Kerry Mcdermott . PUBLISHED: . 07:33 EST, 18 July 2012 . | . UPDATED: . 07:35 EST, 18 July 2012 . A beautician has been sentenced to 200 lashes for secretly visiting the homes of Saudi women to cut their hair and apply their make-up. The Lebanese man - who is also a tattoo artist nicknamed the 'master of tattoos' by his clients - was also sentenced to one year in prison for tattooing women by the Jeddah District Court. The hairdresser was caught  by members of the Commission for the Promotion of Virtue and Prevention of Vice (A Hai'a) in an undercover sting operation in the western city's Al-Rawdah district. The Lebanese beautician visited the homes of Saudi women to cut their hair, apply their make-up, and even tattoo them (file photo) He was stopped while walking into what he thought was a client's house with hair dyes and scissors, according to the Saudi Gazette. Strict gender segregation is enforced between men and women that are not married or related in the conservative Gulf kingdom. The unnamed man claimed the products and . tools were for use in his hairdressing shop in Lebanon, but . investigators from the Investigation and Prosecution Bureau in Jeddah . later found text messages from female customers on his mobile phone, as . well as images of women with tattoos and business cards. Tattoos are not officially banned in Saudi, but they are not in keeping with Islamic tradition (file photo) His bags were also reported to contain breast firming and skin whitening creams. The expat, who had been working in Saudi for nine years on a business visa, initially operated out of an apartment but began visiting clients in their homes after starting to suspect that he was under surveillance. He was caught when the Hai'a enlisted the help of an undercover policeman to pose as the dr","Man caught after undercover operation by the kingdom's religious police .
Visited women in their homes in Saudi to offer his services as a make-up artist, hairdresser and tattoo artist ."
25871b773bde11a25aa40f1fbb55ce52c7e4fcb1,"By . Rob Preece . PUBLISHED: . 03:39 EST, 20 August 2012 . | . UPDATED: . 09:47 EST, 20 August 2012 . Two men have appeared in court after gruesome undercover footage emerged of a slaughterhouse where investigators believe pigs were cut into pieces before being killed. Gelio Hernandez, 50, and Angel Busurot, 46, are accused of inhumanely slaughtering the animals and selling their meat. The two men from Miami, Florida, who each face up to 15 years in prison if they are found guilty, have denied the charges. Scroll down for video . Inquiry: Footage has emerged of a slaughterhouse where investigators believe pigs were killed inhumanely . 'Inhumane': Pigs were cut into pieces while still alive at the slaughterhouse, authorities allege . Investigators believe the slaughtering operation has been running for some time, with Busurot being the ringleader. Richard Couto of the Animal Recovery Mission, told WSVN: 'This guy has been butchering animals alive for years and years.' Mr Couto added: 'Any butchering alive case that we investigate is pretty horrific. 'Just imagine being taken apart and disassembled while you are still alive.' Authorities suspect that pigs and goats have been kept in poor conditions and cut up while still alive. Accused: Gelio Hernandez (left) and Angel Busurot (right) deny inhumanely slaughtering the animals and selling their meat illegally . Investigation: The men appeared in court after undercover footage of the slaughterhouse was obtained . Conditions: The slaughterhouse's wet floor is shown in this image from the undercover footage . Their meat has then been sold illegally, investigators say. Mr . Couto said: 'The animals are being beaten, they're not being fed . properly, and worst of all is that they're being taken apart prior to . death.' Allegations: Richard Couto, of the Animal Recovery Mission, said animals were beaten and not fed properly . He said the operation was shut down back in 2010 but re-emerged. 'They weren't hit hard enough with p","Undercover footage emerges of slaughterhouse in Miami, Florida, where investigators believe animals have been butchered alive .
Gelio Hernandez, 50, and Angel Busurot, 46, deny inhumanely slaughtering the animals and selling their meat .
The men face up to 15 years in prison if found guilty ."
f19c65c47f61324511109aff20f5fe4235b11a7a,"By . Daily Mail Reporter . Restoring lost senses to amputees is something that has, until now, only been considered as science fiction. But Dennis Sorensen from Denmark is living proof that working appendages can reinstate senses as complicated as 'feeling'. The incredible technology, revealed by MailOnline last year, is the first bionic hand that allows the user to feel the sensation of touch though the device. The 36-year-old was fitted with the robotic limb, known as Lifehand 2, in Rome on January 26 2013 but the medical breakthrough has only now been shared. Dennis Sorensen of Denmark (left) has become the first amputee to be fitted with a bionic hand (right) that allows him to feel what he is touching in a groundbreaking medical procedure . 'The sensory feedback was incredible,' said Mr Sorensen, who spent a month trying out the hand. 'I could feel things that I hadn't been able to feel in over nine years. 'When I held an object, I could feel if it was soft or hard, round or square.' Mr Sorensen had his hand blown off in an horrific New Year's Eve firework accident at a neighbour's house in Aalborg, Denmark, where he still lives. Since then he has been wearing a . conventional prosthesis that detects muscle movement in the stump of his . arm, allowing him to open and close his hand and grasp objects. But . without sensory information he cannot feel what he is trying to grasp, . making it difficult to gauge the amount of pressure needed. He now has to cope with the psychological challenge of having re-experienced a sense of touch only to lose it again. 'I was more than happy to volunteer for the clinical trial, not only for myself, but to help other amputees as well,' he said. The 36-year-old underwent the procedure to fit the arm at Gemelli Hospital in Rome, the first such medical procedure of its kind and a breakthrough in bionic limbs . In a laboratory wearing a blindfold and earplugs Mr Sorensen was able to detect the strength of his grasp as well as the sha","A bionic hand with a sense of 'feeling' has been tested in Rome on a patient for the first time in a breakthrough medical procedure .
Dennis Sorensen from Denmark was able to feel the shape and texture of objects using the robot hand .
'The sensory feedback was incredible' said the 36-year-old .
The technology raises the prospect of artificially restoring lost senses ."
3451ea2a123e1169e4f210e772bdeaa19135d73e,"In a 55-minute long video, al Qaeda announced it will launch a new branch in the Indian subcontinent. Speaking in the video, al Qaeda leader Ayman al-Zawahiri said the purpose is to ""wage jihad against its enemies, to liberate its land, to restore its sovereignty, and to revive its Caliphate."" Al-Zawahiri also said he seeks to gain support ""for the vulnerable"" in Myanmar and Bangladesh; in the Indian states of Assam and Gujarat; and in Kashmir, the disputed region between India and Pakistan. He called for ""rescue"" from ""injustice, oppression, persecution, and suffering"" in these areas. Some analysts view al Qaeda's announcement as an indication they're struggling for followers as ISIS gains support in the global Islamist movement. Peter Bergen, CNN's national security analyst called the video ""hyperventilation and posturing."" ""It's al-Zawahiri's obvious way of getting some of the limelight back,"" he said as ISIS has moved front and center. The Indian government is trying to confirm the video's authenticity, said Amarendra Tiwari, an official with India's Ministry of Home Affairs. The security alert has been issued in parts of India, although details were not given. The al Qaeda video is unlikely to win over constituents, said Bernard Haykel, professor of Near Eastern Studies at Princeton University, about the India announcement. ""They are losing a lot of constituents to the Islamic State,"" he said. ""They're trying to show their global reach as an organization, but I'm not sure of exactly what sign they are trying to send."" If ISIS undermines al Qaeda, ""it's going to affect funding,"" said Ajit Singh, senior fellow at South Asia Terrorism Portal in New Delhi. The radicalized Muslims are more likely to fund ISIS. ""That's why al Qaeda is trying to increase its influence,"" he said. Singh says it's not al Qaeda's first time trying to gain a foothold in India. India, a predominantly Hindu nation, has a 13% Muslim population, according to the country's census. Inter-religio","Al Qaeda issues lengthy video on its mission in Indian subcontinent .
Leader of al Qaeda says he seeks to ""wage jihad""
Analysts say al Qaeda is struggling for followers as ISIS gains support ."
ca69b3c06f441e631d9600133089cb47f2f79e77,"The bizarre behaviour of a troop of 'hysterical' baboons at a Dutch zoo has been blamed on everything from an earthquake to a UFO. Ordinarily seen scampering around on their island at the Emmen Dierenpark in the northern Netherlands, the gang of 112 monkeys have been sitting frozen on the ground and turning their backs on visitors this week. The baboons have even lost their appetites, say baffled zoologists at the park, who have heard various theories as to what may be behind the animals' strange behaviour. Scroll down for video . Mystery: Everything from an unseen predator to a natural disaster has been put forward as a possible explanation for the strange behaviour of the baboons . 'Hysterical': The baboons at the zoo in the Netherlands have been turning their backs to visitors this week . 'They became panicked at the end of the day on Monday, they were hysterical, not jumping around but behaving strangely,' zoologist Wijbren Landman told AFP. 'On Tuesday and Wednesday they just sat in the trees or on the ground, hardly moving or eating.' Mr Landman described various theories put forward to explain the bizarre scenes at the zoo, with some suggesting the baboons may have spotted a predator - either a real one or an image of one on a visitor's t-shirt - or felt the rumblings of an earthquake. Baffled: Zoologists told Dutch news outlets they have failed to hit on an explanation for the animals' strange behaviour . The zoologist admitted he was yet to hear an explanation that 'holds water'. 'The craziest suggestion was that it was caused by a UFO,' Mr Landman said. Baboons at the zoo, who were all born in captivity, have behaved this way four times in the past 20 years, the team at Emmen Dierenpark said. Theories: The baboons at the zoo have been sitting motionless in trees or on the ground at the zoo . Traumatised: The team at the zoo consulted outside experts, but they have so far failed to shed any light on the mystery . Threat: Some suggested the 112 baboons at th","Baboons at Emmen Dierenpark have behaved this way four times in 20 years .
Animals have stopped eating and have been sitting frozen on the ground .
Baffled zoologists have failed to find an explanation for bizarre behaviour ."
accff2f517dc02ee20ad3e002c97cea1e25668ae,"(CNN) -- Cannes has been a hotbed of controversy since the beginning. The first festival, organized by the French in 1939 as a response to the Venice Film Festival -- then a vehicle for Nazi propaganda movies -- had to be canceled after it launched on the day WWII broke out. The festival returned in 1946 and has since been a fertile ground for taboo-breaking films, wannabes disrobing for a shot at fame, public spats between directors and critics and publicity stunts gone wrong. The latest rumpus surrounds ""Grace of Monaco,"" a biopic of Grace Kelly, the Oscar-winning American actress who subsequently became the princess of Monaco. The film has been criticized by the Monaco royal family who said it contains ""major historical untruths and a series of purely fictional scenes."" The festival would not comment on whether Prince Albert and his sisters, Caroline and StÃ©phanie would attend the gala premiere. Altercations, scandals and stunts are arguably as much the lifeblood of Cannes as the films and here, in no particular order, are some of the greatest. Robert Mitchum and the topless starlet . Publicity-hungry starlet Simone Silva took her top off during a photo shoot with Hollywood star Robert Mitchum and briefly made global headlines during an infamous incident at the 1954 festival. The British B-movie actress and glamor model turned up on the Croisette looking for exposure and was quickly crowned ""Miss Festival"" by organizers who set the photo shoot up for her on the beach. ""The photographers got down on their knees to plead with me to take the top off,"" she was quoted as saying in Ohio newspaper, The Daily Reporter. She did, removing her flimsy scarf top and cuddling up to Robert Mitchum, in just a grass skirt and covering her breasts with her hands. In the ensuing scrum three photographers fell into the Mediterranean, a fourth broke his ankle and another suffered a fractured elbow. Silva left the festival a few days later, after being asked to leave, but remained de","Since its inception, Cannes has attracted protests, spats and stunts .
CNN looks at some of the greatest scandals to have rocked the festival .
Among them: Danish director Lars von Trier says he is a Nazi and is banned .
'50s starlet strips on beach and photographer breaks ankle in scrum for photos ."
8816901a639b0e116b595fc3a1bdf99fc926c644,"By . Matt Chorley, Mailonline Political Editor . Cash-strapped families should not waste their money on organic food because they think it is healthier, the government has warned. Shoppers should instead spend their money on whatever they can afford, even if it means eating tinned or frozen vegetables which are in no way ‘nutritionally inferior’. The government now faces calls to end £20million of subsidies to organic farming, which owes ‘more to myth than evidence’. Critics want the government to end its £20million funding for the organic industry, arguing it does nothing to improve the health of the nation . A recent study in the British Journal of Nutrition found organic crops have up to 60 per cent more antioxidants than non-organic crops. But critics claim there is still no evidence that organic is a healthier option. Amid growing concern that too few people are eating enough fruit and vegetables, the government is at pains to stress that families feeling the pinch should not waste their money on organic. Government frontbencher Baroness Jolly said: ‘It can be difficult balancing a family budget, but in providing a varied, balanced diet nobody need feel they have given their family a nutritionally inferior diet by choosing lower-priced, conventional products.’ Just 30 per cent of people meet the recommendation to eat five or more portions of fruit and vegetables a day. Among the lowest income groups, just 24 per cent of adults manage their Five-A-Day. Baroness Jolly added: ‘All fruit and vegetables count toward this, whether fresh or frozen, dried or canned, organic or not. ‘There is no evidence to suggest that there is a nutritional premium in some forms above others. ‘Frozen vegetables, for example, are as valuable as fresh in meeting our 'five a day'.’ The government encourages mothers who receive Healthy Start vouchers for fruit and vegetables ‘to get the best value for their vouchers, but we would not expect them to prioritise organic products’. She added:","Struggling shoppers told they are better off buying more fruit and veg .
Government says conventional crops are in no way 'nutritionally inferior'
Calls for Defra to end £20million in subsidies to organic industry .
Lib Dem Lord Taverne says industry ‘owes more to myth than evidence’"
